date,PRCP,SNWD,SNOW,TMAX,TMIN,AWND
2/7/15,0.02,7.9,0,40,25,3.8
2/8/15,0,7.9,0,37,29,8.5
2/9/15,0.09,7.9,0,29,25,11
2/10/15,0.01,7.9,0.1,40,26,10.5
2/11/15,0,7.9,0,34,22,6.5
2/12/15,0,7.9,0,40,16,7.4
2/13/15,0,7.9,0,21,8,9.2
2/14/15,0.02,7.9,0.9,32,16,5.4
2/15/15,0,9.1,0,25,4,14.5
2/16/15,0,9.1,0,21,3,6.9
2/17/15,0.14,11.8,3.3,27,14,4.7
2/18/15,0,9.1,0,33,19,4.3
2/19/15,0,9.1,0,27,8,11.4
2/20/15,0,9.1,0,19,2,10.3
2/21/15,0.61,9.1,3,32,13,4.5
2/22/15,0.1,13,1,43,32,2.9
2/23/15,0,11.8,0,38,8,11.2
2/24/15,0,11.8,0,24,4,5.8
2/25/15,0,11.8,0,37,20,6.5
2/26/15,0,11,0,32,21,7.2
2/27/15,0,11,0,30,18,6
2/28/15,0,11,0,29,13,3.6
3/1/15,0.52,9.8,4.8,31,24,2.2
3/2/15,0,15,0,39,27,8.1
3/3/15,0.67,14.2,1.8,37,22,4.9
3/4/15,0.25,13,0,45,35,6
3/5/15,0.76,13,7.5,40,19,5.8
3/6/15,0,18.9,0,27,12,6.3
3/7/15,0,18.1,0,38,18,5.1
3/8/15,0,16.1,0,49,37,5.1
3/9/15,0.01,13,0,54,40,4.7
3/10/15,0.46,11,0,53,39,3.6
3/11/15,0.01,5.9,0,59,44,6.9
3/12/15,0,3.9,0,47,36,8.3
3/13/15,0,2,0,43,31,6.5
3/14/15,0.81,1.2,0,51,40,5.6
3/15/15,0,0,0,44,36,11.4
3/16/15,0,0,0,52,35,3.8
3/17/15,0.02,0,0,57,34,9.6
3/18/15,0,0,0,39,29,9.6
3/19/15,0,0,0,43,29,5.8
3/20/15,0.4,0,4.5,38,29,7.8
3/21/15,0,5.1,0,47,29,5.4
3/22/15,0,0,0,43,28,7.6
3/23/15,0,0,0,38,23,6.7
3/24/15,0,0,0,45,26,4
3/25/15,0.05,0,0,49,34,4.5
3/26/15,0.32,0,0,62,42,2.9
3/27/15,0.27,0,0,46,39,4.3
3/28/15,0,0,0,40,26,7.6
3/29/15,0,0,0,46,25,6.3
3/30/15,0,0,0,54,36,7.8
3/31/15,0.17,0,0,47,35,5.4
4/1/15,0,0,0,51,32,5.1
4/2/15,0,0,0,67,41,6.3
4/3/15,0.04,0,0,64,59,6.7
4/4/15,0.01,0,0,60,42,10.1
4/5/15,0,0,0,61,42,4.9
4/6/15,0,0,0,63,42,4.3
4/7/15,0.15,0,0,62,42,6.9
4/8/15,0,0,0,45,37,11.4
4/9/15,0,0,0,43,37,8.9
4/10/15,0.17,0,0,56,39,4.7
4/11/15,0,0,0,57,44,8.7
4/12/15,0,0,0,66,43,3.4
4/13/15,0,0,0,68,50,4.7
4/14/15,0.01,0,0,65,55,3.8
4/15/15,0,0,0,72,51,6.3
4/16/15,0,0,0,64,52,6.5
4/17/15,0.08,0,0,71,55,5.1
4/18/15,0,0,0,80,59,4.3
4/19/15,0,0,0,64,48,8.5
4/20/15,1.37,0,0,57,46,7.4
4/21/15,0.2,0,0,65,52,6
4/22/15,0.05,0,0,69,48,6.5
4/23/15,0,0,0,52,41,9.2
4/24/15,0,0,0,52,39,8.5
4/25/15,0,0,0,62,38,5.6
4/26/15,0,0,0,64,46,5.1
4/27/15,0,0,0,62,49,5.8
4/28/15,0,0,0,71,50,7.8
4/29/15,0,0,0,78,50,5.6
4/30/15,0,0,0,67,48,8.1
5/1/15,0,0,0,63,49,5.1
5/2/15,0,0,0,74,48,2.9
5/3/15,0,0,0,80,51,2.5
5/4/15,0,0,0,85,57,5.4
5/5/15,0,0,0,85,66,4
5/6/15,0,0,0,73,59,4.9
5/7/15,0,0,0,80,56,2.2
5/8/15,0,0,0,82,56,2.9
5/9/15,0,0,0,70,57,4.3
5/10/15,0,0,0,83,61,3.6
5/11/15,0,0,0,84,70,3.8
5/12/15,0,0,0,86,64,5.4
5/13/15,0,0,0,70,53,7.4
5/14/15,0,0,0,73,50,3.8
5/15/15,0,0,0,75,55,3.4
5/16/15,0.3,0,0,75,57,2
5/17/15,0.02,0,0,83,64,2
5/18/15,0,0,0,75,60,4.7
5/19/15,0,0,0,80,59,2.5
5/20/15,0,0,0,67,54,6.9
5/21/15,0,0,0,62,52,2.7
5/22/15,0,0,0,74,55,6
5/23/15,0,0,0,70,49,4.5
5/24/15,0,0,0,81,56,3.8
5/25/15,0,0,0,85,64,4.9
5/26/15,0,0,0,88,67,5.1
5/27/15,0.08,0,0,85,70,5.1
5/28/15,0,0,0,85,70,4
5/29/15,0,0,0,85,65,4
5/30/15,0,0,0,85,67,5.6
5/31/15,1.46,0,0,87,57,5.6
6/1/15,0.72,0,0,58,51,10.3
6/2/15,0.37,0,0,55,50,6.3
6/3/15,0,0,0,70,52,4.7
6/4/15,0,0,0,65,54,5.1
6/5/15,0.13,0,0,70,55,2.9
6/6/15,0.19,0,0,76,60,4.7
6/7/15,0,0,0,74,55,3.8
6/8/15,0.06,0,0,79,63,6
6/9/15,0.01,0,0,83,68,4.9
6/10/15,0,0,0,82,65,3.1
6/11/15,0,0,0,89,72,4.5
6/12/15,0,0,0,88,73,4.5
6/13/15,0,0,0,86,72,5.4
6/14/15,0.36,0,0,88,66,2.7
6/15/15,0.57,0,0,83,64,4.7
6/16/15,0.27,0,0,79,65,2.2
6/17/15,0,0,0,82,66,3.8
6/18/15,0,0,0,71,64,3.6
6/19/15,0,0,0,87,68,3.8
6/20/15,0,0,0,75,64,5.4
6/21/15,0.64,0,0,88,71,4.5
6/22/15,0,0,0,87,70,4.9
6/23/15,0.02,0,0,90,75,5.8
6/24/15,0,0,0,84,68,4.7
6/25/15,0,0,0,83,65,3.1
6/26/15,0,0,0,81,69,4.5
6/27/15,1.12,0,0,71,58,7.4
6/28/15,0.29,0,0,73,62,5.4
6/29/15,0,0,0,76,63,4.9
6/30/15,0.04,0,0,82,68,4.9
7/1/15,0.39,0,0,82,69,4.3
7/2/15,0,0,0,80,69,1.1
7/3/15,0,0,0,82,66,2.9
7/4/15,0,0,0,75,69,3.4
7/5/15,0,0,0,83,68,1.6
7/6/15,0,0,0,83,72,2.9
7/7/15,0.12,0,0,88,75,4.9
7/8/15,0,0,0,88,77,3.1
7/9/15,0.3,0,0,79,68,4.7
7/10/15,0,0,0,84,72,4.7
7/11/15,0,0,0,88,69,2.5
7/12/15,0,0,0,89,72,2
7/13/15,0,0,0,88,73,2.7
7/14/15,0.42,0,0,82,73,2.7
7/15/15,0.12,0,0,81,72,4.5
7/16/15,0,0,0,80,64,5.6
7/17/15,0,0,0,81,67,3.8
7/18/15,0.32,0,0,85,71,4.5
7/19/15,0,0,0,93,78,3.1
7/20/15,0,0,0,94,82,4.5
7/21/15,0,0,0,89,74,2.5
7/22/15,0,0,0,85,69,5.8
7/23/15,0,0,0,86,68,3.8
7/24/15,0,0,0,87,70,2
7/25/15,0,0,0,88,69,3.1
7/26/15,0,0,0,90,74,4.5
7/27/15,0.36,0,0,86,71,2.9
7/28/15,0,0,0,95,75,2.7
7/29/15,0,0,0,96,78,3.8
7/30/15,1.95,0,0,87,76,4.3
7/31/15,0,0,0,89,72,3.4
8/1/15,0,0,0,89,75,4.5
8/2/15,0,0,0,89,71,2
8/3/15,0,0,0,90,75,4.9
8/4/15,0.43,0,0,89,69,5.4
8/5/15,0,0,0,87,72,2.9
8/6/15,0,0,0,83,67,2.5
8/7/15,0,0,0,84,69,5.4
8/8/15,0,0,0,82,68,3.8
8/9/15,0,0,0,85,68,3.8
8/10/15,0,0,0,84,70,4.5
8/11/15,1.17,0,0,81,71,4.3
8/12/15,0,0,0,85,71,4.7
8/13/15,0,0,0,83,67,3.1
8/14/15,0,0,0,88,67,2.9
8/15/15,0,0,0,92,73,3.4
8/16/15,0,0,0,93,76,1.6
8/17/15,0,0,0,95,78,3.4
8/18/15,0.29,0,0,90,73,4
8/19/15,0,0,0,87,77,4
8/20/15,0.01,0,0,86,77,5.6
8/21/15,0.32,0,0,87,71,4.3
8/22/15,0,0,0,86,69,4.5
8/23/15,0,0,0,85,70,4
8/24/15,0,0,0,87,73,2.5
8/25/15,0,0,0,90,73,3.8
8/26/15,0,0,0,85,67,3.8
8/27/15,0,0,0,82,67,3.1
8/28/15,0,0,0,82,63,2.5
8/29/15,0,0,0,87,67,2
8/30/15,0.13,0,0,90,72,4
8/31/15,0,0,0,91,76,4.5
9/1/15,0,0,0,90,76,2.2
9/2/15,0,0,0,91,74,1.8
9/3/15,0,0,0,93,74,2
9/4/15,0,0,0,85,72,6.9
9/5/15,0,0,0,83,67,4
9/6/15,0,0,0,87,65,1.3
9/7/15,0,0,0,92,70,4.3
9/8/15,0,0,0,97,76,4.9
9/9/15,0,0,0,90,76,3.8
9/10/15,1.58,0,0,79,70,6.3
9/11/15,0,0,0,81,66,5.1
9/12/15,0.29,0,0,79,69,4.3
9/13/15,0.04,0,0,80,62,6.3
9/14/15,0,0,0,77,59,6.5
9/15/15,0,0,0,84,62,2.2
9/16/15,0,0,0,88,66,1.3
9/17/15,0,0,0,89,68,2.2
9/18/15,0,0,0,87,68,2
9/19/15,0,0,0,83,68,2.7
9/20/15,0,0,0,79,64,7.8
9/21/15,0,0,0,73,59,7.6
9/22/15,0,0,0,71,62,6.9
9/23/15,0,0,0,80,59,2.9
9/24/15,0,0,0,82,60,4.3
9/25/15,0,0,0,76,63,6.3
9/26/15,0,0,0,72,61,6
9/27/15,0,0,0,71,56,4.9
9/28/15,0,0,0,78,65,3.4
9/29/15,0.11,0,0,83,72,2.7
9/30/15,1.26,0,0,79,59,8.3
10/1/15,0.09,0,0,64,56,8.7
10/2/15,1.08,0,0,57,48,12.5
10/3/15,0.35,0,0,55,49,11.4
10/4/15,0,0,0,63,53,10.7
10/5/15,0,0,0,67,52,6.3
10/6/15,0,0,0,73,52,1.6
10/7/15,0,0,0,73,58,2.9
10/8/15,0,0,0,72,59,3.4
10/9/15,0.89,0,0,78,61,4
10/10/15,0,0,0,65,50,2.5
10/11/15,0,0,0,69,53,3.8
10/12/15,0,0,0,77,56,3.8
10/13/15,0.01,0,0,72,61,3.6
10/14/15,0,0,0,69,57,3.8
10/15/15,0,0,0,64,51,4
10/16/15,0,0,0,64,53,5.4
10/17/15,0,0,0,56,42,5.8
10/18/15,0,0,0,50,38,4.9
10/19/15,0,0,0,53,35,3.8
10/20/15,0,0,0,70,48,6
10/21/15,0,0,0,76,57,2.2
10/22/15,0,0,0,75,58,4.7
10/23/15,0,0,0,65,45,6.7
10/24/15,0,0,0,57,40,4
10/25/15,0.05,0,0,68,48,4.9
10/26/15,0,0,0,58,46,3.8
10/27/15,0,0,0,59,45,4.5
10/28/15,1.4,0,0,69,53,6.7
10/29/15,0.04,0,0,73,57,6.5
10/30/15,0,0,0,61,48,5.8
10/31/15,0,0,0,56,42,2.9
11/1/15,0,0,0,65,54,4.9
11/2/15,0,0,0,63,54,2
11/3/15,0,0,0,72,48,2.5
11/4/15,0,0,0,70,56,2.5
11/5/15,0.01,0,0,71,56,2
11/6/15,0,0,0,74,66,4.7
11/7/15,0,0,0,72,53,4.5
11/8/15,0,0,0,56,46,3.6
11/9/15,0,0,0,59,43,2
11/10/15,0.26,0,0,57,51,9.8
11/11/15,0.43,0,0,58,49,4.9
11/12/15,0.01,0,0,61,51,5.6
11/13/15,0,0,0,58,46,10.7
11/14/15,0,0,0,49,42,7.8
11/15/15,0,0,0,58,39,4.7
11/16/15,0,0,0,67,51,4
11/17/15,0,0,0,52,40,6.3
11/18/15,0,0,0,58,46,5.1
11/19/15,1.25,0,0,64,57,5.6
11/20/15,0,0,0,64,46,5.8
11/21/15,0,0,0,53,42,6.5
11/22/15,0.03,0,0,55,42,6.3
11/23/15,0,0,0,44,33,5.8
11/24/15,0,0,0,46,32,3.8
11/25/15,0,0,0,50,36,2.7
11/26/15,0,0,0,60,41,2.9
11/27/15,0,0,0,64,51,3.8
11/28/15,0.02,0,0,64,45,-9999
11/29/15,0,0,0,49,38,-9999
11/30/15,0,0,0,47,33,5.6
12/1/15,0.33,0,0,51,44,6.7
12/2/15,0.14,0,0,57,46,2.9
12/3/15,0,0,0,55,44,8.5
12/4/15,0,0,0,51,42,4.3
12/5/15,0,0,0,51,40,2.2
12/6/15,0,0,0,53,39,3.4
12/7/15,0,0,0,54,42,3.8
12/8/15,0,0,0,49,41,4.5
12/9/15,0,0,0,55,40,4.3
12/10/15,0,0,0,60,51,4.3
12/11/15,0,0,0,61,50,4.7
12/12/15,0,0,0,66,55,2
12/13/15,0,0,0,67,55,3.4
12/14/15,0.33,0,0,67,53,4.7
12/15/15,0.09,0,0,68,53,10.5
12/16/15,0.04,0,0,53,46,5.4
12/17/15,1.21,0,0,59,50,4.9
12/18/15,0,0,0,57,38,6.7
12/19/15,0,0,0,40,35,9.4
12/20/15,0,0,0,43,34,6
12/21/15,0,0,0,56,39,7.2
12/22/15,0.19,0,0,62,53,4.9
12/23/15,1.55,0,0,64,52,3.6
12/24/15,0.01,0,0,72,63,4.5
12/25/15,0.01,0,0,66,57,0.9
12/26/15,0,0,0,59,47,8.1
12/27/15,0.12,0,0,61,46,5.8
12/28/15,0.03,0,0,46,34,8.3
12/29/15,0.45,0,0,46,34,6.9
12/30/15,0.19,0,0,48,38,4
12/31/15,0.03,0,0,48,42,5.4
1/1/16,0,0,0,42,34,7.6
1/2/16,0,0,0,40,32,6.7
1/3/16,0,0,0,45,35,7.8
1/4/16,0,0,0,36,14,8.5
1/5/16,0,0,0,29,11,5.1
1/6/16,0,0,0,41,25,3.6
1/7/16,0,0,0,46,31,2.5
1/8/16,0,0,0,46,31,4.3
1/9/16,0,0,0,47,40,8.1
1/10/16,1.8,0,0,59,40,9.8
1/11/16,0,0,0,40,26,10.5
1/12/16,0,0,0,44,25,6
1/13/16,0,0,0,30,22,9.8
1/14/16,0,0,0,38,22,4.9
1/15/16,0,0,0,51,34,5.1
1/16/16,0.24,0,0,52,42,6.7
1/17/16,0.05,0,0.4,42,30,5.6
1/18/16,0,0,0,31,18,11.9
1/19/16,0,0,0,28,16,11
1/20/16,0,0,0,37,27,5.6
1/21/16,0,0,0,36,26,6
1/22/16,0.01,0,0.2,30,21,6.5
1/27/16,0,9.1,0,47,34,6.7
1/28/16,0,5.9,0,42,32,4.5
1/29/16,0,5.9,0,41,30,7.8
1/30/16,0,5.9,0,39,28,6.9
1/31/16,0,3.9,0,56,36,5.1
2/1/16,0.01,2,0,59,44,5.8
2/2/16,0,0,0,50,38,3.6
2/3/16,0.73,0,0,59,42,6.5
2/4/16,0,0,0,59,44,5.8
2/5/16,0.53,1.2,2.5,44,31,8.3
2/6/16,0,0,0,40,30,5.6
2/7/16,0,0,0,47,33,5.4
2/8/16,0.05,0,0.1,39,28,10.5
2/9/16,0,0,0,36,27,4
2/10/16,0.01,0,0,39,31,5.8
2/11/16,0,0,0,31,18,10.1
2/12/16,0,0,0,27,15,6.7
2/13/16,0,0,0,22,6,12.3
2/14/16,0,0,0,15,-1,6.3
2/15/16,0.44,0,1.4,35,13,5.4
2/16/16,1.01,0,0,54,35,7.8
2/17/16,0,0,0,39,35,7.4
2/18/16,0,0,0,36,27,7.2
2/19/16,0,0,0,39,24,5.4
2/20/16,0,0,0,61,39,7.4
2/21/16,0.03,0,0,55,44,4.9
2/22/16,0,0,0,52,38,5.1
2/23/16,0.3,0,0,40,35,14.5
2/24/16,1.22,0,0,60,36,10.5
2/25/16,0.02,0,0,61,37,8.9
2/26/16,0,0,0,39,27,8.7
2/27/16,0,0,0,41,26,6
2/28/16,0,0,0,60,38,7.4
2/29/16,0.05,0,0,61,47,8.5
3/1/16,0,0,0,52,39,7.6
3/2/16,0.14,0,0,55,29,10.5
3/3/16,0,0,0,36,26,5.8
3/4/16,0.11,0,0.4,39,30,8.7
3/5/16,0,0,0,41,28,4.3
3/6/16,0,0,0,44,32,3.4
3/7/16,0,0,0,60,36,7.8
3/8/16,0,0,0,67,47,3.4
3/9/16,0,0,0,77,44,2.2
3/10/16,0,0,0,79,63,4.9
3/11/16,0.06,0,0,68,48,6
3/12/16,0,0,0,59,40,5.1
3/13/16,0,0,0,62,50,3.6
3/14/16,0.29,0,0,51,40,14.1
3/15/16,0,0,0,57,44,5.4
3/16/16,0.02,0,0,65,48,3.6
3/17/16,0,0,0,63,45,4.9
3/18/16,0,0,0,57,42,8.7
3/19/16,0,0,0,46,36,5.1
3/20/16,0.07,0,0,43,32,9.6
3/21/16,0.06,0,0.5,50,32,8.1
3/22/16,0,0,0,56,35,6.9
3/23/16,0,0,0,71,48,6
3/24/16,0,0,0,55,44,9.2
3/25/16,0.04,0,0,72,44,3.8
3/26/16,0,0,0,55,38,6.5
3/27/16,0,0,0,55,43,5.6
3/28/16,0.38,0,0,62,42,10.1
3/29/16,0,0,0,53,40,11.6
3/30/16,0,0,0,56,37,5.4
3/31/16,0,0,0,73,49,6.7
4/1/16,0.02,0,0,79,61,6.7
4/2/16,0.16,0,0,61,49,4.9
4/3/16,0.09,0,0,50,34,12.8
4/4/16,0.47,0,0,45,29,7.2
4/5/16,0,0,0,43,26,8.3
4/6/16,0,0,0,48,30,6
4/7/16,0.09,0,0,58,48,6.9
4/8/16,0.01,0,0,50,40,7.2
4/9/16,0.11,0,0,43,36,6.5
4/10/16,0,0,0,50,31,4.9
4/11/16,0.01,0,0,65,43,6.9
4/12/16,0.2,0,0,59,45,5.8
4/13/16,0,0,0,58,40,4.5
4/14/16,0,0,0,62,43,6.5
4/15/16,0,0,0,65,42,3.8
4/16/16,0,0,0,68,43,4.9
4/17/16,0,0,0,75,44,2.9
4/18/16,0,0,0,82,51,3.8
4/19/16,0,0,0,73,55,7.6
4/20/16,0,0,0,69,49,6
4/21/16,0,0,0,73,49,5.6
4/22/16,0,0,0,79,62,4.3
4/23/16,0.16,0,0,71,54,7.2
4/24/16,0,0,0,68,47,5.8
4/25/16,0,0,0,69,50,4
4/26/16,0.24,0,0,60,47,7.2
4/27/16,0,0,0,62,46,4.3
4/28/16,0,0,0,59,48,4.7
4/29/16,0.05,0,0,58,45,5.8
4/30/16,0,0,0,65,46,5.8
5/1/16,0.16,0,0,51,45,4.9
5/2/16,0.04,0,0,60,45,2.2
5/3/16,0.61,0,0,56,51,6
5/4/16,0.01,0,0,52,48,8.7
5/5/16,0,0,0,57,46,8.3
5/6/16,0.54,0,0,54,48,7.8
5/7/16,0,0,0,60,48,4.5
5/8/16,0.16,0,0,66,49,4.7
5/9/16,0,0,0,72,52,5.1
5/10/16,0,0,0,63,50,4.9
5/11/16,0,0,0,76,50,2.5
5/12/16,0,0,0,80,56,3.4
5/13/16,0.25,0,0,65,57,-9999
5/14/16,0,0,0,73,56,-9999
5/15/16,0,0,0,59,46,-9999
5/16/16,0,0,0,66,43,-9999
5/17/16,0,0,0,64,52,3.8
5/18/16,0,0,0,68,52,-9999
5/19/16,0,0,0,73,54,1.3
5/20/16,0,0,0,76,53,4.5
5/21/16,0.04,0,0,66,54,3.8
5/22/16,0.09,0,0,70,52,3.6
5/23/16,0.02,0,0,78,56,2.5
5/24/16,0.18,0,0,73,58,2
5/25/16,0,0,0,88,61,4.3
5/26/16,0,0,0,90,69,3.6
5/27/16,0,0,0,87,73,3.8
5/28/16,0,0,0,92,71,4.5
5/29/16,0,0,0,87,70,4.9
5/30/16,1.65,0,0,82,68,3.1
5/31/16,0,0,0,85,71,3.1
6/1/16,0,0,0,83,66,6
6/2/16,0,0,0,78,62,4.7
6/3/16,0.04,0,0,70,63,1.3
6/4/16,0.4,0,0,83,66,2.5
6/5/16,0.91,0,0,71,65,3.4
6/6/16,0,0,0,83,65,5.6
6/7/16,0,0,0,85,64,5.1
6/8/16,0.45,0,0,67,52,7.6
6/9/16,0,0,0,71,54,8.9
6/10/16,0,0,0,77,57,5.4
6/11/16,0,0,0,88,59,3.4
6/12/16,0,0,0,83,62,8.1
6/13/16,0,0,0,74,57,7.4
6/14/16,0,0,0,79,58,4.3
6/15/16,0,0,0,85,62,2.5
6/16/16,0.22,0,0,74,65,1.8
6/17/16,0,0,0,78,63,4.7
6/18/16,0,0,0,87,61,2.7
6/19/16,0,0,0,88,66,2.9
6/20/16,0,0,0,84,64,3.1
6/21/16,0,0,0,87,72,4.9
6/22/16,0,0,0,86,68,4
6/23/16,0,0,0,83,69,2
6/24/16,0,0,0,84,67,6.3
6/25/16,0,0,0,86,64,3.6
6/26/16,0,0,0,87,67,2.5
6/27/16,0.45,0,0,83,67,4.9
6/28/16,0.12,0,0,76,68,3.6
6/29/16,0.01,0,0,83,67,2.2
6/30/16,0,0,0,85,67,2.9
7/1/16,0.83,0,0,79,66,3.4
7/2/16,0,0,0,76,63,5.4
7/3/16,0,0,0,78,64,3.1
7/4/16,0.49,0,0,84,66,3.1
7/5/16,0.66,0,0,86,69,2.9
7/6/16,0,0,0,91,75,2.5
7/7/16,0.04,0,0,89,77,2
7/8/16,0.08,0,0,86,67,5.4
7/9/16,0.53,0,0,72,65,4
7/10/16,0,0,0,80,66,4.3
7/11/16,0,0,0,81,65,3.4
7/12/16,0,0,0,82,68,4.3
7/13/16,0,0,0,85,71,4.7
7/14/16,0.62,0,0,88,73,2.9
7/15/16,0,0,0,88,79,4.5
7/16/16,0,0,0,90,75,4.3
7/17/16,0,0,0,89,75,2.7
7/18/16,0.35,0,0,93,72,5.8
7/19/16,0,0,0,83,73,4.9
7/20/16,0,0,0,85,68,3.1
7/21/16,0,0,0,90,71,5.1
7/22/16,0,0,0,94,74,6.5
7/23/16,0,0,0,96,80,4.9
7/24/16,0,0,0,94,75,4
7/25/16,1,0,0,93,73,3.4
7/26/16,0,0,0,89,72,4.3
7/27/16,0,0,0,91,74,2
7/28/16,0,0,0,95,75,3.1
7/29/16,1.09,0,0,85,69,4.3
7/30/16,0.25,0,0,84,73,3.6
7/31/16,1.08,0,0,78,71,4.3
8/1/16,0,0,0,80,69,4.9
8/2/16,0,0,0,79,68,6.9
8/3/16,0,0,0,80,66,2.9
8/4/16,0,0,0,81,67,2
8/5/16,0,0,0,83,69,3.8
8/6/16,0.05,0,0,87,72,5.1
8/7/16,0,0,0,86,70,4
8/8/16,0,0,0,86,71,1.3
8/9/16,0,0,0,87,71,2.7
8/10/16,0.09,0,0,86,75,4
8/11/16,0.15,0,0,91,74,4.5
8/12/16,0.32,0,0,93,73,5.1
8/13/16,0,0,0,96,81,4
8/14/16,0.06,0,0,94,78,3.8
8/15/16,0,0,0,92,77,2.9
8/16/16,0.11,0,0,87,78,4
8/17/16,0.01,0,0,85,77,5.4
8/18/16,0.03,0,0,85,72,1.6
8/19/16,0.01,0,0,88,74,2.2
8/20/16,0.82,0,0,83,70,4.7
8/21/16,0.31,0,0,86,73,4.3
8/22/16,0,0,0,79,65,5.8
8/23/16,0,0,0,82,61,1.8
8/24/16,0,0,0,88,68,-9999
8/25/16,0.01,0,0,86,69,-9999
8/26/16,0,0,0,90,75,-9999
8/27/16,0,0,0,89,73,2.7
8/28/16,0,0,0,89,72,2.5
8/29/16,0,0,0,91,74,5.4
8/30/16,0,0,0,86,69,3.1
8/31/16,0,0,0,89,74,3.4
9/1/16,0.5,0,0,79,69,1.8
9/2/16,0,0,0,81,66,6
9/3/16,0,0,0,75,66,6.7
9/4/16,0,0,0,80,65,6.7
9/5/16,0,0,0,84,65,7.6
9/6/16,0,0,0,80,71,9.6
9/7/16,0,0,0,85,71,6.5
9/8/16,0,0,0,89,71,2.7
9/9/16,0.22,0,0,91,75,3.8
9/10/16,0,0,0,90,74,4
9/11/16,0,0,0,83,67,5.8
9/12/16,0,0,0,78,62,4.3
9/13/16,0,0,0,83,64,4
9/14/16,0.56,0,0,91,67,4.9
9/15/16,0,0,0,74,61,4.9
9/16/16,0,0,0,73,61,2.7
9/17/16,0,0,0,77,59,3.4
9/18/16,0,0,0,82,70,3.6
9/19/16,0.68,0,0,76,69,2.5
9/20/16,0,0,0,82,68,2.2
9/21/16,0,0,0,84,68,3.8
9/22/16,0,0,0,86,65,2.5
9/23/16,0.01,0,0,87,64,1.8
9/24/16,0.2,0,0,71,58,5.1
9/25/16,0,0,0,70,54,2.9
9/26/16,0,0,0,74,54,4.5
9/27/16,0.22,0,0,74,64,3.1
9/28/16,0,0,0,69,56,8.1
9/29/16,0,0,0,64,57,11.2
9/30/16,0.4,0,0,59,56,9.6